junction_id,hour,avg_speed_kmh,speed_std_dev,vehicle_count,pedestrian_count,signal_phase,cctv_quality,pothole_detected,wrong_way_driving,near_miss_event
JN-0027,20,58.9,15.05,104,37,Red,Blurry,0,0,0
JN-0007,20,12.6,4.47,112,1,Red,SD,0,0,0
JN-0378,20,20.5,10.42,19,4,Green,HD,0,0,0
JN-0380,20,49.6,7.98,80,21,Green,SD,0,0,0
JN-0127,20,40.2,14.08,80,48,Green,SD,0,0,0
JN-0261,20,5.0,16.11,157,10,Off,Blurry,0,0,0
JN-0308,20,49.9,21.58,57,30,Green,HD,0,0,0
JN-0458,20,52.4,8.49,101,37,Green,SD,0,0,1
JN-0320,20,52.3,11.78,92,9,Yellow,HD,0,1,0
JN-0335,20,56.7,10.39,31,38,Green,HD,0,0,0
JN-0490,20,9.9,9.95,163,50,Yellow,SD,0,1,0
JN-0260,20,28.3,4.75,56,0,Red,SD,1,0,0
JN-0295,20,61.2,15.09,124,26,Red,Blurry,0,0,0
JN-0395,20,25.2,16.55,180,37,Off,SD,0,0,0
JN-0361,20,21.8,14.59,87,11,Red,HD,1,0,1
JN-0021,20,18.6,21.03,122,44,Green,HD,0,0,0
JN-0321,20,46.7,22.75,147,29,Green,HD,0,0,0
JN-0110,20,19.4,23.33,60,4,Green,SD,0,0,0
JN-0067,20,45.7,16.47,6,49,Red,SD,0,0,0
JN-0468,20,47.5,9.86,49,6,Yellow,HD,0,0,0
JN-0017,20,30.2,17.86,132,15,Green,SD,0,0,0
JN-0046,20,31.3,6.0,50,22,Green,HD,0,0,0
JN-0125,20,27.4,6.39,16,45,Green,HD,1,0,0
JN-0296,20,56.3,11.0,108,36,Green,Offline,0,0,0
JN-0169,20,79.5,11.46,38,42,Green,HD,0,0,0
JN-0305,20,43.2,9.52,156,16,Green,Blurry,0,0,1
JN-0477,20,29.5,18.51,73,3,Red,HD,0,0,0
JN-0147,20,32.2,10.05,172,42,Green,HD,0,0,0
JN-0120,20,45.4,20.17,37,32,Yellow,Blurry,1,0,0
JN-0210,20,52.4,15.3,70,5,Green,HD,0,0,0
JN-0116,20,41.3,10.36,94,9,Yellow,SD,1,0,0
JN-0093,20,57.4,9.04,70,17,Yellow,SD,0,0,0
JN-0457,20,16.4,6.3,115,25,Green,SD,0,0,0
JN-0180,20,35.3,9.95,9,13,Red,SD,1,0,0
JN-0147,20,53.6,16.68,106,19,Green,SD,0,0,0
JN-0334,20,30.8,16.54,123,28,Red,SD,0,0,0
JN-0406,20,16.3,10.06,22,46,Yellow,SD,0,0,0
JN-0048,20,41.2,14.72,71,17,Red,Blurry,0,0,0
JN-0007,20,44.8,10.39,115,26,Red,Blurry,1,0,0
JN-0462,20,25.4,12.4,176,15,Green,HD,0,0,0
JN-0462,20,63.0,6.35,53,26,Red,HD,0,0,0
JN-0059,20,12.7,10.96,59,41,Yellow,HD,0,1,0
JN-0424,20,39.6,15.61,80,42,Green,SD,0,0,0
JN-0330,20,23.9,14.38,83,13,Green,HD,1,0,0
JN-0420,20,29.3,13.99,167,11,Red,SD,0,0,0
JN-0003,20,58.6,10.87,161,26,Yellow,HD,0,0,0
JN-0014,20,9.4,19.64,115,3,Green,Offline,0,0,0
JN-0349,20,39.8,8.14,50,23,Red,Blurry,0,0,0
JN-0384,20,39.4,9.57,166,7,Red,Blurry,0,0,0
JN-0298,20,41.7,13.01,6,27,Red,Blurry,0,0,0
JN-0319,20,34.0,7.71,36,29,Green,SD,0,0,0
JN-0367,20,31.1,8.21,143,19,Green,HD,0,1,0
JN-0307,20,49.5,16.65,179,6,Green,HD,0,0,0
JN-0019,20,27.1,15.01,41,29,Green,HD,0,0,0
JN-0038,20,42.3,7.03,96,25,Red,HD,0,0,0
JN-0138,20,46.2,4.88,180,49,Red,Blurry,0,0,0
JN-0076,20,37.2,18.72,149,24,Red,SD,1,0,0
JN-0424,20,36.6,7.73,120,17,Red,SD,0,1,0
JN-0436,20,29.5,9.89,54,9,Green,Blurry,0,0,0
JN-0164,20,24.7,17.01,95,42,Green,Blurry,1,0,0
JN-0389,20,56.4,11.73,101,6,Yellow,HD,0,0,0
JN-0070,20,39.2,18.39,81,12,Red,SD,0,0,0
JN-0439,20,38.1,8.75,134,25,Yellow,Blurry,0,0,0
JN-0455,20,49.5,13.91,165,33,Green,Blurry,0,0,0
JN-0362,20,36.0,18.99,179,50,Green,HD,0,0,0
JN-0380,20,24.1,12.85,83,13,Green,HD,0,0,0
JN-0120,20,56.0,19.48,60,45,Off,HD,0,0,0
JN-0414,20,59.8,15.55,92,4,Red,Offline,0,0,0
JN-0235,20,27.5,15.89,154,37,Red,HD,0,0,0
JN-0453,20,26.0,2.53,70,27,Red,Blurry,0,0,0
JN-0207,20,36.1,10.4,15,13,Off,SD,0,0,0
JN-0349,20,61.4,12.8,14,50,Off,HD,0,0,0
JN-0126,20,48.3,12.39,60,10,Red,HD,0,0,0
JN-0318,20,24.3,9.38,62,16,Red,HD,0,0,0
JN-0077,20,60.9,19.49,103,3,Green,SD,0,0,0
JN-0096,20,30.2,20.79,61,37,Red,SD,0,0,0
JN-0142,20,56.7,13.4,110,25,Green,HD,0,0,0
JN-0237,20,49.3,7.7,139,44,Green,HD,0,0,0
JN-0284,20,42.4,20.75,131,39,Off,HD,0,0,0
JN-0333,20,40.5,15.74,32,44,Red,HD,0,0,1
JN-0092,20,31.9,21.23,120,31,Red,Offline,0,0,0
JN-0242,20,64.8,12.25,131,25,Green,SD,0,0,0
JN-0083,20,60.9,11.65,7,10,Red,HD,0,0,0
JN-0395,20,38.6,4.59,177,13,Yellow,HD,0,0,0
JN-0077,20,40.4,5.45,172,17,Yellow,HD,0,0,0
JN-0249,20,55.3,18.64,8,29,Green,HD,0,0,0
JN-0210,20,39.4,8.83,72,2,Red,Blurry,0,0,0
JN-0405,20,36.4,19.65,64,19,Green,HD,1,0,0
JN-0339,20,47.0,21.31,169,32,Red,HD,0,0,0
JN-0395,20,82.7,9.27,137,48,Yellow,SD,1,0,0
JN-0097,20,28.1,7.6,154,32,Red,Offline,0,0,0
JN-0222,20,37.7,7.91,75,37,Red,HD,0,0,0
JN-0093,20,54.3,17.15,76,34,Red,HD,0,0,0
JN-0282,20,17.2,9.62,120,17,Green,HD,0,0,1
JN-0222,20,19.1,0.76,87,41,Green,HD,0,0,0
JN-0382,20,34.5,6.64,106,6,Green,SD,0,0,0
JN-0480,20,54.0,9.35,159,31,Red,HD,0,0,0
JN-0243,20,41.7,16.49,8,48,Green,HD,0,0,0
JN-0355,20,31.7,5.42,14,13,Green,HD,0,0,0
JN-0373,20,25.8,11.55,73,35,Off,Offline,1,0,0
JN-0120,20,11.3,18.65,70,33,Red,Blurry,0,0,0
JN-0042,20,41.8,14.72,10,0,Green,Offline,0,0,0
JN-0457,20,41.4,9.06,168,50,Green,Blurry,0,0,0
JN-0423,21,26.4,11.3,80,43,Green,HD,0,0,0
JN-0039,21,36.3,10.46,93,4,Red,SD,0,0,0
JN-0095,21,64.6,16.21,65,1,Red,SD,1,0,0
JN-0078,21,54.5,14.41,34,49,Green,SD,0,0,0
JN-0114,21,23.7,14.39,64,14,Yellow,Blurry,0,0,0
JN-0091,21,52.8,21.41,155,29,Red,HD,0,0,0
JN-0372,21,31.3,15.04,88,19,Green,HD,0,0,0
JN-0188,21,34.5,6.83,56,11,Red,SD,0,0,1
JN-0061,21,44.0,8.48,116,49,Green,Blurry,0,0,0
JN-0373,21,42.8,13.57,74,28,Green,SD,0,0,0
JN-0310,21,28.5,10.89,173,23,Green,SD,0,0,0
JN-0379,21,21.8,6.18,136,14,Green,SD,1,0,0
JN-0434,21,22.1,7.8,107,18,Red,Blurry,0,0,0
JN-0292,21,27.3,12.58,172,15,Green,SD,1,0,0
JN-0381,21,27.2,15.43,88,2,Red,SD,0,0,0
JN-0376,21,27.6,10.49,151,11,Red,Blurry,0,0,0
JN-0120,21,23.4,20.88,68,35,Green,HD,0,0,0
JN-0388,21,39.6,12.58,103,49,Green,Offline,0,0,0
JN-0029,21,20.4,5.07,53,17,Red,HD,0,0,0
JN-0140,21,29.5,9.09,151,3,Yellow,HD,0,0,0
JN-0375,21,49.5,18.35,39,47,Red,HD,0,0,0
JN-0257,21,22.1,8.83,150,47,Red,SD,1,0,0
JN-0194,21,30.2,22.4,74,11,Green,SD,0,0,0
JN-0031,21,47.6,6.51,50,6,Green,HD,1,0,1
JN-0093,21,45.2,9.02,50,31,Red,HD,0,0,0
JN-0231,21,28.0,8.27,124,19,Yellow,Blurry,0,0,0
JN-0067,21,32.9,11.06,146,32,Red,HD,1,0,1
JN-0017,21,49.5,18.03,159,33,Green,SD,0,0,0
JN-0466,21,48.4,4.21,97,34,Yellow,Offline,0,0,0
JN-0116,21,24.7,13.23,47,0,Green,HD,1,1,1
JN-0046,21,56.7,14.76,177,19,Red,HD,0,0,0
JN-0078,21,30.1,9.65,17,32,Green,SD,1,0,0
JN-0072,21,36.6,18.23,66,4,Red,SD,0,0,0
JN-0222,21,54.0,15.47,24,16,Green,SD,0,0,0
JN-0347,21,21.1,8.86,59,36,Yellow,SD,0,0,0
JN-0315,21,40.8,5.47,40,13,Yellow,Blurry,0,0,1
JN-0447,21,41.7,9.17,155,37,Green,HD,1,0,0
JN-0033,21,40.8,11.68,6,25,Red,HD,0,0,0
JN-0390,21,47.6,15.3,2,1,Green,Blurry,1,0,0
JN-0296,21,43.8,20.22,84,17,Red,HD,0,0,0
JN-0201,21,47.7,10.13,50,50,Green,HD,0,0,0
JN-0261,21,35.9,11.73,38,26,Yellow,SD,0,1,0
JN-0493,21,31.0,7.63,76,25,Red,HD,0,0,0
JN-0090,21,49.1,13.3,20,12,Red,HD,0,0,0
JN-0192,21,24.6,4.94,162,37,Green,SD,0,0,0
JN-0336,21,15.6,14.57,168,50,Red,SD,0,0,0
JN-0180,21,45.5,10.35,108,14,Green,SD,1,0,0
JN-0436,21,44.4,12.95,60,45,Green,HD,0,0,0
JN-0151,21,33.8,12.34,135,23,Green,SD,1,0,0
JN-0018,21,65.8,13.78,153,21,Red,HD,0,0,0
JN-0410,21,46.4,9.23,124,23,Red,HD,0,0,0
JN-0210,21,58.0,10.17,68,10,Red,SD,0,0,0
JN-0113,21,32.7,12.59,124,45,Red,Blurry,0,0,0
JN-0406,21,39.1,8.8,86,18,Green,HD,1,0,0
JN-0414,21,37.5,3.54,160,49,Off,HD,0,0,0
JN-0233,21,20.8,21.02,134,50,Green,Blurry,0,0,0
JN-0156,21,43.9,9.88,51,10,Green,SD,1,0,0
JN-0190,21,54.8,13.4,104,5,Red,SD,1,0,0
JN-0295,21,27.7,12.74,3,45,Green,SD,0,0,0
JN-0197,21,41.8,14.79,114,22,Red,HD,0,0,0
JN-0085,21,38.1,11.75,136,12,Red,HD,0,0,0
JN-0102,21,62.6,10.5,77,47,Green,SD,0,0,0
JN-0023,21,38.5,14.03,90,22,Red,Blurry,1,0,0
JN-0009,21,59.9,19.5,3,36,Green,SD,1,0,0
JN-0087,21,39.0,10.42,103,16,Green,HD,0,0,0
JN-0381,21,51.0,10.55,154,23,Off,SD,0,0,0
JN-0370,21,50.5,10.02,107,27,Red,SD,0,0,0
JN-0464,21,38.3,23.03,148,48,Red,Offline,0,0,0
JN-0444,21,28.9,14.09,85,10,Red,HD,1,0,0
JN-0493,21,39.3,19.07,4,15,Red,HD,0,1,0
JN-0445,21,34.0,13.33,83,49,Green,SD,0,0,0
JN-0256,21,60.5,15.54,40,3,Red,HD,0,0,0
JN-0274,21,42.0,20.9,86,29,Green,Blurry,0,0,0
JN-0231,21,27.8,13.33,156,29,Red,HD,0,0,0
JN-0090,21,53.0,19.69,175,18,Yellow,SD,0,0,0
JN-0317,21,36.0,13.4,115,23,Red,HD,1,0,0
JN-0098,21,29.4,15.97,51,11,Red,SD,0,0,0
JN-0026,21,45.7,13.65,13,40,Green,HD,1,0,1
JN-0152,21,75.6,17.5,63,19,Green,SD,0,0,0
JN-0356,21,19.9,11.09,77,19,Red,HD,0,0,0
JN-0390,21,51.5,10.56,82,10,Green,SD,0,0,0
JN-0476,21,39.6,10.49,156,35,Red,HD,1,1,0
JN-0128,21,42.3,13.7,98,10,Red,Offline,0,0,0
JN-0120,21,43.4,11.1,35,36,Green,HD,0,0,0
JN-0133,21,26.0,18.47,135,22,Red,SD,0,0,0
JN-0303,21,38.2,15.26,150,16,Green,SD,0,1,0
JN-0325,21,37.8,11.55,117,30,Green,HD,0,0,0
JN-0093,21,41.0,15.97,133,36,Red,Offline,0,0,0
JN-0485,21,23.3,13.73,138,0,Red,HD,0,0,0
JN-0297,21,27.8,9.92,155,25,Red,SD,0,0,0
JN-0200,21,5.0,19.41,116,40,Red,HD,0,0,0
JN-0384,21,51.4,10.34,178,28,Red,HD,0,0,0
JN-0199,21,59.3,11.79,112,7,Green,HD,0,0,0
JN-0100,21,23.0,12.74,43,20,Off,HD,0,0,0
JN-0262,21,43.0,16.03,17,29,Green,HD,0,0,0
JN-0438,21,65.9,5.79,156,24,Red,SD,0,1,0
JN-0035,21,49.2,9.27,115,4,Red,Blurry,0,0,1
JN-0420,21,21.0,11.85,137,41,Green,HD,0,0,0
JN-0437,21,39.6,13.04,77,7,Green,HD,1,1,0
JN-0279,21,32.1,6.9,43,33,Off,HD,0,0,0
JN-0221,21,48.7,2.86,18,45,Yellow,SD,0,0,0
JN-0467,21,44.8,8.01,105,16,Green,HD,0,0,0
JN-0447,21,36.4,9.62,44,10,Red,SD,0,0,0
JN-0268,21,35.8,16.39,125,44,Green,HD,1,0,0
JN-0486,21,29.8,12.87,10,40,Red,HD,0,0,0
JN-0448,21,56.0,12.46,26,9,Red,SD,0,0,0
JN-0413,21,14.0,8.32,129,18,Red,HD,0,0,0
JN-0036,21,28.5,18.75,98,41,Green,SD,1,0,0
JN-0146,21,52.4,15.09,75,45,Green,SD,0,0,0
JN-0246,21,40.8,5.91,130,45,Off,HD,1,0,0
JN-0135,21,73.4,8.37,64,9,Red,Offline,0,0,0
JN-0461,21,45.2,20.81,69,10,Off,HD,0,0,0
JN-0084,21,34.5,11.18,118,20,Green,SD,0,0,0
JN-0330,21,44.9,18.78,160,25,Red,HD,0,0,0
JN-0034,21,54.8,9.13,9,30,Yellow,HD,1,1,0
JN-0177,21,28.6,6.07,177,14,Red,Blurry,0,0,0
JN-0117,21,55.0,11.64,179,41,Green,SD,1,0,0
JN-0349,21,43.0,15.92,77,34,Red,HD,0,1,0
JN-0112,21,38.3,13.05,170,22,Red,HD,0,0,0
JN-0259,21,16.5,14.67,145,32,Green,HD,0,0,0
JN-0348,22,44.4,16.76,34,29,Yellow,SD,0,0,1
JN-0002,22,45.8,15.09,160,35,Red,Blurry,0,0,0
JN-0082,22,32.5,15.98,16,6,Red,HD,0,0,0
JN-0352,22,41.8,21.02,51,20,Green,HD,0,0,0
JN-0495,22,40.2,9.69,6,9,Red,HD,0,0,0
JN-0225,22,17.8,8.0,72,26,Green,SD,0,0,0
JN-0185,22,39.7,16.46,32,31,Red,HD,0,0,0
JN-0162,22,31.8,9.16,75,1,Green,SD,0,1,0
JN-0136,22,46.2,18.81,16,38,Green,HD,1,0,0
JN-0239,22,62.2,8.74,38,26,Yellow,SD,0,0,1
JN-0432,22,41.7,17.79,150,5,Green,Offline,0,0,1
JN-0007,22,56.3,8.86,15,35,Red,HD,1,0,0
JN-0378,22,29.3,0.96,138,50,Green,Offline,0,0,0
JN-0219,22,31.6,14.98,136,29,Yellow,HD,0,0,0
JN-0487,22,49.8,16.34,110,15,Red,SD,0,0,0
JN-0314,22,39.2,13.05,111,36,Red,HD,0,0,0
JN-0118,22,49.6,8.64,69,22,Red,HD,0,0,0
JN-0189,22,5.9,9.74,143,34,Green,HD,0,0,0
JN-0176,22,14.9,12.36,57,9,Green,SD,0,0,0
JN-0139,22,23.8,11.0,159,15,Red,HD,0,0,0
JN-0189,22,5.0,11.3,50,7,Yellow,Blurry,1,0,0
JN-0435,22,17.0,13.5,121,10,Green,HD,0,1,0
JN-0073,22,19.5,17.93,131,40,Red,Blurry,0,0,0
JN-0368,22,24.9,8.26,135,16,Red,Blurry,0,0,0
JN-0367,22,49.5,9.1,19,10,Green,SD,1,0,0
JN-0046,22,39.6,5.63,32,13,Red,HD,1,0,0
JN-0498,22,38.8,6.28,100,4,Green,Blurry,0,0,0
JN-0048,22,53.1,15.15,51,26,Yellow,HD,0,0,0
JN-0074,22,11.4,11.69,95,40,Yellow,HD,0,0,0
JN-0351,22,18.0,20.14,83,41,Red,SD,1,0,0
JN-0264,22,24.0,15.53,104,26,Red,SD,0,0,0
JN-0322,22,71.7,5.43,55,14,Red,HD,0,0,0
JN-0201,22,44.4,14.99,49,34,Yellow,Blurry,0,0,0
JN-0371,22,5.7,3.23,152,40,Yellow,Offline,1,0,0
JN-0368,22,57.9,2.38,58,5,Red,HD,0,0,0
JN-0481,22,45.0,18.58,174,26,Green,Blurry,1,0,0
JN-0343,22,5.0,7.56,41,50,Green,HD,0,0,0
JN-0346,22,31.6,10.54,21,43,Green,SD,0,0,0
JN-0301,22,13.2,9.92,86,7,Red,Blurry,0,0,0
JN-0024,22,38.9,10.39,64,45,Green,HD,0,0,0
JN-0232,22,41.7,10.36,123,13,Green,HD,0,0,0
JN-0395,22,31.4,9.57,20,7,Red,HD,0,0,0
JN-0021,22,27.5,9.4,39,7,Red,HD,0,0,0
JN-0336,22,62.2,13.18,126,23,Green,Offline,1,0,0
JN-0336,22,63.4,19.38,121,31,Green,Blurry,0,0,0
JN-0196,22,5.0,13.31,55,11,Green,HD,0,0,0
JN-0373,22,7.9,7.84,11,0,Green,SD,0,0,0
JN-0407,22,43.1,10.69,108,34,Yellow,SD,0,0,0
JN-0245,22,56.0,14.78,50,25,Yellow,HD,0,0,1
JN-0195,22,18.2,15.74,2,23,Green,HD,0,0,0
JN-0123,22,55.0,14.92,119,10,Green,HD,1,0,0
JN-0378,22,38.9,16.06,70,47,Red,HD,0,0,0
JN-0190,22,11.1,14.63,101,42,Green,SD,0,0,0
JN-0399,22,51.8,2.51,11,40,Red,Blurry,0,0,0
JN-0142,22,28.6,14.58,23,11,Green,SD,0,0,1
JN-0367,22,51.4,11.98,44,23,Red,HD,0,0,0
JN-0330,22,34.6,10.44,28,40,Green,SD,0,0,0
JN-0446,22,25.5,10.52,171,32,Red,HD,1,0,0
JN-0103,22,38.4,14.37,75,4,Red,SD,0,0,0
JN-0366,22,32.6,5.69,10,41,Green,Blurry,0,0,0
JN-0141,22,6.4,10.63,70,50,Green,Blurry,0,0,0
JN-0033,22,14.4,10.42,111,46,Green,HD,0,0,0
JN-0016,22,31.6,10.53,162,44,Red,SD,1,0,0
JN-0246,22,32.6,5.93,158,3,Green,HD,0,0,0
JN-0299,22,42.3,12.86,39,38,Green,HD,1,0,0
JN-0077,22,38.3,4.9,17,30,Green,SD,0,0,0
JN-0131,22,9.0,6.91,149,1,Red,HD,0,0,0
JN-0439,22,13.4,5.02,161,12,Red,SD,0,0,0
JN-0035,22,47.2,6.05,101,38,Green,SD,0,0,0
JN-0416,22,25.2,4.99,28,4,Green,HD,0,0,0
JN-0372,22,32.9,12.66,13,21,Yellow,SD,0,0,0
JN-0440,22,38.8,12.19,49,20,Off,Blurry,0,0,0
JN-0496,22,43.9,14.29,81,17,Red,SD,0,0,0
JN-0327,22,18.6,10.93,145,50,Green,SD,0,0,0
JN-0393,22,48.4,16.88,14,49,Red,HD,1,0,0
JN-0219,22,70.4,15.93,40,43,Green,Offline,0,0,0
JN-0122,22,19.7,18.34,33,37,Red,SD,1,0,0
JN-0208,22,47.8,12.27,50,28,Off,HD,0,0,0
JN-0058,22,49.9,15.19,93,36,Red,HD,0,0,0
JN-0377,22,42.0,21.7,167,6,Red,HD,0,0,0
JN-0090,22,39.7,16.97,55,4,Yellow,Blurry,1,0,1
JN-0477,22,61.0,12.92,91,27,Red,HD,1,0,0
JN-0191,22,29.4,8.64,142,21,Red,HD,0,0,0
JN-0213,22,67.8,15.1,137,47,Yellow,HD,0,0,0
JN-0489,22,42.4,12.74,173,48,Green,SD,0,0,0
JN-0474,22,47.6,16.14,13,41,Green,SD,0,0,0
JN-0229,22,34.7,9.09,141,49,Green,SD,0,0,0
JN-0477,22,35.7,12.04,40,2,Green,HD,1,0,0
JN-0285,22,22.5,21.12,24,32,Red,Offline,0,0,0
JN-0247,22,25.2,11.55,123,0,Green,HD,0,0,0
JN-0067,22,6.3,8.86,179,47,Off,HD,0,0,0
JN-0304,22,21.1,12.09,171,2,Green,SD,0,0,0
JN-0425,22,37.9,17.56,138,22,Red,SD,1,0,0
JN-0062,22,21.5,9.68,150,14,Off,SD,0,1,0
JN-0389,22,52.6,21.5,42,14,Green,SD,0,0,0
JN-0400,22,36.5,13.41,151,20,Red,Blurry,0,0,0
JN-0395,22,42.3,14.23,3,35,Green,HD,1,1,0
JN-0303,22,33.5,9.06,179,45,Green,SD,0,0,0
JN-0120,22,20.5,8.22,172,49,Red,SD,0,0,0
JN-0358,22,44.7,5.0,80,30,Red,HD,0,0,0
JN-0191,22,11.3,19.49,56,28,Off,HD,0,0,0
JN-0205,22,41.1,13.72,177,1,Red,HD,0,0,0
JN-0053,22,34.4,7.47,174,28,Red,SD,0,0,0
JN-0485,22,41.1,11.32,47,8,Green,HD,0,1,0
JN-0049,22,48.5,13.75,46,19,Red,SD,0,0,0
JN-0147,22,43.0,15.06,104,33,Red,HD,0,1,0
JN-0170,22,36.7,19.52,171,48,Red,Blurry,1,0,0
JN-0408,22,25.9,14.87,33,33,Green,Blurry,0,0,0
JN-0281,22,71.0,17.77,112,16,Green,HD,0,0,0
JN-0163,22,40.3,15.06,30,30,Red,SD,0,0,0
JN-0491,22,48.1,2.48,97,16,Red,HD,0,0,0
JN-0122,22,48.2,5.36,33,19,Red,SD,1,0,0
JN-0222,22,25.5,13.34,77,27,Green,HD,0,0,0
JN-0004,22,26.9,10.45,84,45,Red,Offline,0,0,1
JN-0014,22,38.3,5.53,160,30,Green,HD,0,0,0
JN-0067,22,49.4,11.57,86,34,Green,HD,1,0,0
JN-0096,22,29.8,4.92,39,15,Red,HD,0,0,0
JN-0303,22,34.5,8.58,106,38,Red,HD,1,1,1
JN-0450,22,38.6,17.98,147,12,Green,SD,1,1,0
JN-0203,22,56.9,7.17,91,6,Green,HD,0,0,0
JN-0037,23,39.3,8.64,89,41,Red,HD,0,0,0
JN-0445,23,16.2,8.61,44,38,Red,Offline,0,0,0
JN-0497,23,42.6,3.79,120,28,Red,HD,0,0,0
JN-0363,23,17.6,13.48,69,3,Red,HD,1,0,0
JN-0313,23,36.5,12.49,26,10,Green,Blurry,0,0,1
JN-0438,23,38.2,12.73,86,41,Red,SD,0,1,0
JN-0418,23,10.2,13.72,79,32,Red,HD,0,0,0
JN-0072,23,22.1,23.48,9,38,Green,HD,0,0,0
JN-0178,23,70.8,10.97,133,19,Green,SD,0,0,0
JN-0346,23,49.4,11.84,49,8,Green,HD,1,0,0
JN-0398,23,34.1,20.24,151,50,Green,HD,1,0,0
JN-0385,23,35.6,8.18,32,35,Red,SD,0,0,0
JN-0485,23,48.4,9.38,137,30,Red,SD,0,0,0
JN-0043,23,18.6,8.28,28,36,Green,HD,0,0,0
JN-0428,23,31.3,30.8,162,50,Red,HD,0,0,0
JN-0017,23,46.5,13.38,41,41,Off,HD,1,0,0
JN-0434,23,30.8,11.43,98,10,Yellow,Blurry,0,0,0
JN-0051,23,45.9,16.53,11,44,Green,HD,0,0,0
JN-0079,23,21.9,7.81,149,24,Yellow,HD,0,0,0
JN-0452,23,5.0,15.95,175,1,Green,HD,0,0,0
JN-0090,23,39.7,20.39,179,36,Green,HD,0,0,0
JN-0221,23,46.7,13.23,70,44,Yellow,Blurry,0,0,0
JN-0468,23,53.3,6.17,111,41,Yellow,HD,0,0,0
JN-0085,23,31.3,6.42,46,47,Green,SD,0,0,0
JN-0339,23,42.1,16.05,87,32,Red,HD,0,0,0
JN-0388,23,47.7,7.51,157,16,Green,Blurry,0,0,0
JN-0263,23,36.7,14.97,118,21,Red,HD,1,0,0
JN-0091,23,38.8,4.1,50,33,Green,Blurry,1,1,0
JN-0004,23,27.8,4.74,179,30,Red,HD,1,0,0
JN-0260,23,22.3,14.35,60,17,Yellow,SD,0,0,1
JN-0157,23,54.6,5.91,31,31,Red,HD,0,0,0
JN-0009,23,16.2,15.45,131,37,Red,SD,0,0,1
JN-0439,23,36.9,7.3,56,36,Green,HD,0,0,0
JN-0337,23,40.5,14.98,109,16,Red,HD,0,0,0
JN-0341,23,39.0,12.85,160,28,Yellow,Offline,0,0,0
JN-0175,23,46.1,14.7,139,33,Yellow,Blurry,0,0,0
JN-0307,23,44.0,14.25,4,14,Red,HD,0,0,0
JN-0070,23,54.8,6.07,94,11,Green,SD,0,0,0
JN-0433,23,50.4,16.85,61,26,Green,SD,1,0,0
JN-0085,23,46.5,18.84,107,43,Green,HD,0,0,0
JN-0325,23,20.9,16.53,29,27,Red,SD,0,0,0
JN-0245,23,19.5,1.83,77,29,Green,SD,0,0,0
JN-0372,23,5.0,9.73,49,26,Green,SD,1,0,0
JN-0484,23,57.2,11.12,16,20,Green,SD,0,0,0
JN-0279,23,21.8,16.48,43,44,Green,HD,1,1,0
JN-0485,23,41.9,12.54,180,25,Red,HD,1,0,0
JN-0019,23,19.8,25.13,32,37,Off,Blurry,0,0,1
JN-0091,23,16.0,7.87,2,31,Red,HD,0,0,0
JN-0029,23,27.5,10.23,91,14,Red,HD,0,0,0
JN-0175,23,7.2,7.46,99,36,Red,SD,0,0,0
JN-0315,23,50.5,7.58,143,7,Red,SD,0,0,0
JN-0078,23,54.3,15.44,149,15,Green,Offline,0,0,0
JN-0340,23,42.9,9.16,38,30,Green,HD,0,0,0
JN-0135,23,33.2,10.31,169,32,Red,HD,0,0,0
JN-0135,23,49.9,15.83,40,16,Red,HD,0,0,0
JN-0230,23,39.2,8.25,152,21,Red,HD,0,0,0
JN-0108,23,25.0,7.88,113,30,Yellow,HD,0,0,0
JN-0469,23,44.9,7.24,90,15,Yellow,SD,1,1,0
JN-0379,23,64.7,14.84,45,28,Yellow,HD,0,0,0
JN-0404,23,9.0,8.51,162,38,Yellow,SD,0,0,0
JN-0364,23,5.5,13.7,85,39,Red,HD,0,0,0
JN-0354,23,24.9,15.24,93,44,Green,HD,0,1,0
JN-0016,23,21.9,12.01,68,16,Red,SD,0,0,0
JN-0419,23,16.8,9.34,7,38,Red,HD,0,0,1
JN-0450,23,33.0,7.22,130,45,Green,HD,0,0,0
JN-0310,23,44.4,18.51,41,43,Red,HD,0,0,0
JN-0180,23,37.1,5.33,27,17,Green,Offline,1,0,0
JN-0327,23,25.5,16.87,173,7,Red,SD,0,0,0
JN-0380,23,18.1,7.67,43,10,Green,SD,1,0,0
JN-0132,23,37.5,11.59,149,6,Green,HD,1,0,0
JN-0182,23,30.7,6.71,31,31,Red,SD,0,0,0
JN-0465,23,5.0,18.54,81,12,Green,HD,0,0,0
JN-0427,23,48.7,9.95,125,13,Green,Offline,0,0,0
JN-0003,23,40.5,0.96,137,48,Green,Blurry,0,0,0
JN-0157,23,34.4,9.01,74,1,Red,Blurry,0,1,0
JN-0121,23,20.5,13.21,29,29,Red,SD,0,0,0
JN-0151,23,16.5,4.27,16,21,Red,HD,0,0,0
JN-0342,23,26.1,15.05,107,2,Green,HD,1,0,0
JN-0156,23,41.0,18.76,76,30,Red,HD,0,0,0
JN-0375,23,34.1,13.75,173,0,Red,Blurry,0,0,0
JN-0068,23,11.5,6.74,29,35,Green,SD,0,0,0
JN-0131,23,53.4,5.71,76,8,Green,SD,0,0,0
JN-0401,23,34.8,9.34,30,2,Green,HD,0,0,0
JN-0102,23,36.0,7.38,66,18,Green,HD,1,0,0
