state,year,month,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,fog_hours,road_waterlogging,pothole_index,accidents_that_day
Bihar,2022,1,27.72,17.0,20.7,14.1,6.3,1,0.327,32
Uttar Pradesh,2021,6,5.8,38.2,45.1,14.6,0.0,0,0.592,28
Haryana,2020,9,24.07,26.3,38.4,24.0,0.0,0,0.452,45
Punjab,2020,10,0.32,26.2,42.4,29.9,0.0,0,0.275,42
Haryana,2024,3,6.14,35.1,22.8,21.8,0.0,0,0.156,6
Punjab,2022,11,12.58,33.1,95.2,6.6,6.4,0,0.256,29
Punjab,2022,10,0.56,41.2,62.3,15.6,0.0,0,0.521,33
West Bengal,2021,9,25.82,40.9,72.3,12.8,0.0,1,0.561,17
Kerala,2020,10,7.3,39.9,53.0,18.9,0.0,0,0.402,30
Punjab,2021,10,13.77,23.9,90.3,33.1,0.0,0,0.239,12
Madhya Pradesh,2019,8,4.86,38.0,78.7,27.9,0.0,0,0.743,34
Uttar Pradesh,2020,7,2.1,14.0,34.7,11.7,0.0,0,0.352,41
Punjab,2023,11,49.3,30.2,49.3,20.2,2.1,1,0.549,25
West Bengal,2021,6,28.32,36.8,35.8,3.1,0.0,1,0.167,8
Haryana,2024,7,1.71,11.8,47.6,24.3,0.0,0,0.446,27
Maharashtra,2019,10,3.42,37.3,44.8,26.8,0.0,0,0.422,8
Punjab,2022,11,33.97,23.9,94.2,9.3,1.4,1,0.27,39
Punjab,2022,4,6.09,33.7,42.5,15.9,0.0,0,0.172,42
Uttar Pradesh,2023,12,16.43,40.7,67.9,12.8,1.7,0,0.305,40
West Bengal,2022,8,20.73,45.2,87.7,47.3,0.0,0,0.626,43
Rajasthan,2024,5,2.49,39.1,36.0,1.9,0.0,0,0.355,24
Odisha,2024,12,16.38,41.4,82.7,24.1,0.8,0,0.659,7
Haryana,2020,12,7.19,18.5,84.0,27.3,0.4,0,0.426,13
Odisha,2022,6,8.77,32.4,40.6,20.8,0.0,0,0.426,8
West Bengal,2019,10,8.62,39.5,26.3,4.6,0.0,0,0.06,17
Odisha,2020,1,2.8,15.7,91.8,31.4,0.2,0,0.408,28
Gujarat,2023,12,9.61,42.6,58.3,34.1,0.0,0,0.381,27
Odisha,2021,4,1.11,22.3,46.8,35.9,0.0,0,0.428,2
Maharashtra,2019,2,16.1,23.9,66.6,35.4,1.6,0,0.219,34
Punjab,2024,10,7.19,16.2,66.6,4.9,0.0,0,0.336,35
Madhya Pradesh,2020,12,11.87,28.1,96.6,21.0,0.2,0,0.398,16
Haryana,2020,10,10.08,34.6,88.2,21.4,0.0,0,0.352,12
Madhya Pradesh,2019,1,1.51,21.2,40.0,16.3,0.1,0,0.36,40
Punjab,2022,12,4.38,23.1,49.9,7.3,0.1,0,0.444,19
Madhya Pradesh,2024,5,10.94,24.7,79.3,7.3,0.0,0,0.515,26
Telangana,2022,6,9.0,29.7,55.8,33.7,0.0,0,0.564,36
Assam,2021,7,8.07,18.4,84.7,0.1,0.0,0,0.458,44
Maharashtra,2024,10,3.56,15.2,92.7,15.1,0.0,0,0.551,21
Gujarat,2024,6,2.74,44.8,85.9,33.6,0.0,0,0.353,26
Kerala,2023,5,7.6,27.7,59.4,28.7,0.0,0,0.294,7
Uttar Pradesh,2020,8,4.03,16.8,20.1,10.8,0.0,0,0.287,36
Gujarat,2022,5,9.41,23.4,49.0,15.6,0.0,0,0.182,6
Madhya Pradesh,2021,6,3.38,41.7,55.4,22.8,0.0,0,0.487,15
Haryana,2023,6,13.84,36.9,38.2,17.8,0.0,0,0.174,21
Rajasthan,2020,4,2.12,8.4,68.8,17.9,0.0,0,0.249,6
Telangana,2024,1,5.45,23.5,58.3,4.2,0.2,0,0.644,24
Odisha,2021,11,7.23,16.1,46.3,4.8,0.7,0,0.213,30
Punjab,2020,5,7.4,39.5,89.7,29.1,0.0,0,0.479,22
Assam,2020,5,22.42,32.9,43.7,17.1,0.0,0,0.258,9
Punjab,2023,6,4.86,12.2,44.6,16.6,0.0,0,0.244,2
Assam,2021,1,1.35,39.2,20.4,24.0,1.4,0,0.334,3
West Bengal,2022,1,12.29,9.0,58.3,2.3,0.4,0,0.381,27
Assam,2023,7,3.8,32.8,48.8,27.3,0.0,0,0.398,20
Madhya Pradesh,2024,2,6.84,44.8,29.9,34.1,0.1,0,0.407,23
Haryana,2024,10,31.49,41.5,61.4,0.4,0.0,1,0.31,30
Punjab,2019,5,37.75,35.6,83.1,24.0,0.0,1,0.438,25
Karnataka,2021,2,1.64,28.2,55.0,42.7,0.9,0,0.54,6
Bihar,2019,4,5.82,42.3,75.7,33.1,0.0,0,0.231,5
Tamil Nadu,2024,9,16.41,41.5,80.9,22.1,0.0,0,0.355,43
Assam,2022,8,3.58,30.4,60.8,11.8,0.0,0,0.306,44
Gujarat,2021,2,9.03,27.7,35.3,29.0,1.3,0,0.078,27
Gujarat,2022,9,25.31,22.6,84.4,22.1,0.0,1,0.279,42
Kerala,2023,8,0.86,45.0,36.8,23.9,0.0,0,0.302,36
Bihar,2024,12,10.07,26.1,74.7,29.6,2.1,0,0.219,28
Uttar Pradesh,2022,7,13.87,14.2,92.6,5.8,0.0,0,0.16,12
Gujarat,2019,2,33.07,17.2,44.0,0.9,0.1,1,0.31,28
West Bengal,2021,1,13.71,33.4,62.6,6.7,0.9,0,0.233,4
Gujarat,2019,4,21.22,15.7,23.1,28.4,0.0,0,0.403,9
Tamil Nadu,2020,1,6.65,25.8,57.7,19.6,0.1,0,0.233,39
Haryana,2020,8,3.47,35.0,49.8,7.6,0.0,0,0.117,41
Madhya Pradesh,2024,6,16.9,21.6,47.6,20.7,0.0,0,0.494,29
Madhya Pradesh,2023,9,48.67,20.6,74.5,7.8,0.0,1,0.414,26
Rajasthan,2023,1,18.44,43.4,44.8,28.8,0.4,0,0.386,9
Bihar,2020,10,7.53,12.2,81.7,21.0,0.0,0,0.049,42
Bihar,2023,6,20.68,33.1,31.7,29.8,0.0,0,0.402,0
Telangana,2019,10,5.7,24.6,77.2,26.3,0.0,0,0.166,12
Gujarat,2024,10,5.61,39.7,58.0,23.4,0.0,0,0.386,40
Rajasthan,2020,4,1.29,9.2,30.7,26.5,0.0,0,0.357,44
Telangana,2020,12,0.51,25.1,69.4,0.2,0.2,0,0.265,25
Telangana,2023,6,7.03,26.5,46.8,8.2,0.0,0,0.372,3
Odisha,2023,10,9.36,19.1,68.8,17.1,0.0,0,0.321,4
Telangana,2022,10,3.09,12.6,85.4,40.8,0.0,0,0.33,12
Punjab,2019,8,0.71,9.8,72.1,10.4,0.0,0,0.233,8
West Bengal,2024,6,6.8,29.7,96.0,17.2,0.0,0,0.451,28
Maharashtra,2019,10,2.89,9.0,97.4,13.5,0.0,0,0.269,28
Uttar Pradesh,2023,11,10.38,32.7,44.6,39.8,1.2,0,0.333,43
Bihar,2023,6,2.66,41.8,79.8,14.2,0.0,0,0.337,34
Madhya Pradesh,2023,5,7.73,22.8,50.5,12.5,0.0,0,0.302,11
Bihar,2020,4,9.54,19.5,38.5,34.6,0.0,0,0.408,18
Kerala,2024,6,7.85,29.4,53.6,22.6,0.0,0,0.261,25
Maharashtra,2024,8,0.87,27.4,97.7,38.9,0.0,0,0.41,22
Karnataka,2022,12,4.94,44.9,87.2,19.1,0.3,0,0.155,16
Kerala,2024,6,16.52,33.5,50.5,21.0,0.0,0,0.562,45
Gujarat,2020,12,12.11,45.5,33.5,6.1,2.1,0,0.251,12
Rajasthan,2023,1,4.75,13.1,77.4,29.9,0.2,0,0.328,30
Uttar Pradesh,2020,10,2.24,16.5,82.3,19.4,0.0,0,0.253,9
West Bengal,2023,2,18.57,30.8,86.7,32.1,0.7,0,0.277,33
Assam,2023,4,20.65,41.0,75.5,23.0,0.0,0,0.383,4
Madhya Pradesh,2022,12,17.96,15.0,46.9,23.7,0.6,0,0.917,32
Madhya Pradesh,2020,12,5.34,15.9,28.8,22.1,1.8,0,0.346,20
Punjab,2022,7,6.34,43.7,83.4,29.1,0.0,0,0.421,24
West Bengal,2021,3,4.76,17.4,91.8,15.4,0.0,0,0.261,40
Gujarat,2024,12,9.43,14.0,95.6,15.9,0.1,0,0.226,36
Uttar Pradesh,2019,12,17.37,43.7,95.2,23.5,1.5,0,0.151,17
Kerala,2024,2,6.63,30.1,34.1,0.9,2.4,0,0.073,35
Assam,2021,2,3.4,9.4,55.5,15.3,2.1,0,0.255,21
Karnataka,2023,2,5.79,27.9,48.5,36.4,0.6,0,0.326,41
Karnataka,2021,4,1.47,32.3,33.3,20.9,0.0,0,0.025,27
Karnataka,2021,6,0.84,15.0,71.9,24.8,0.0,0,0.05,19
Karnataka,2023,8,1.55,23.0,43.7,11.3,0.0,0,0.154,24
Haryana,2019,11,2.66,35.9,57.9,2.1,0.2,0,0.231,10
Madhya Pradesh,2021,8,9.93,44.6,73.1,14.6,0.0,0,0.38,32
West Bengal,2022,1,2.3,10.0,29.7,11.0,0.1,0,0.183,1
Punjab,2023,11,17.16,15.7,29.5,11.2,1.4,0,0.327,31
Punjab,2020,2,30.52,23.5,87.6,44.7,1.2,1,0.664,28
Rajasthan,2021,9,1.99,44.9,52.3,16.6,0.0,0,0.493,18
Gujarat,2023,7,1.69,11.2,35.2,44.6,0.0,0,0.781,25
Gujarat,2019,10,8.68,27.3,72.1,4.7,0.0,0,0.061,27
Telangana,2020,11,0.88,26.4,74.9,18.0,1.3,0,0.3,17
Bihar,2022,11,4.06,41.3,62.7,42.9,1.1,0,0.541,30
Telangana,2024,6,4.2,16.4,67.3,39.0,0.0,0,0.27,33
Bihar,2019,12,1.64,29.1,48.2,2.5,0.8,0,0.324,38
Punjab,2024,5,9.33,8.9,21.2,20.5,0.0,0,0.444,0
Karnataka,2020,3,5.86,38.9,79.9,34.6,0.0,0,0.292,34
Uttar Pradesh,2024,12,10.92,27.5,73.7,12.9,0.7,0,0.144,40
Rajasthan,2022,5,34.65,16.8,66.9,15.6,0.0,1,0.331,22
Telangana,2019,7,1.55,23.5,48.8,6.8,0.0,0,0.604,6
Punjab,2020,3,8.08,11.9,77.6,21.3,0.0,0,0.445,11
Odisha,2023,7,3.45,35.0,90.1,24.5,0.0,0,0.481,42
Odisha,2022,8,22.58,22.2,49.8,26.2,0.0,0,0.435,15
Gujarat,2020,10,14.14,18.0,58.2,14.9,0.0,0,0.548,27
Gujarat,2023,7,0.15,17.0,50.4,16.0,0.0,0,0.346,45
Rajasthan,2023,7,0.4,22.4,30.2,37.6,0.0,0,0.39,37
Kerala,2022,8,16.54,22.3,46.8,42.8,0.0,0,0.361,42
Assam,2024,5,4.92,43.5,37.8,4.2,0.0,0,0.327,15
Telangana,2022,11,8.79,32.5,97.7,8.3,0.2,0,0.175,26
Assam,2019,4,1.65,44.1,78.9,25.9,0.0,0,0.208,6
Kerala,2020,9,2.9,23.0,59.1,29.4,0.0,0,0.151,8
Bihar,2019,9,1.31,22.1,83.7,15.2,0.0,0,0.185,2
Telangana,2021,5,3.73,16.8,72.5,11.9,0.0,0,0.467,16
Haryana,2024,5,7.93,24.8,23.7,25.1,0.0,0,0.537,26
Rajasthan,2023,8,7.06,34.5,74.7,10.2,0.0,0,0.133,43
Tamil Nadu,2023,2,23.97,18.7,40.1,2.7,1.7,0,0.457,35
Punjab,2022,10,7.31,13.5,35.1,20.8,0.0,0,0.612,8
Kerala,2023,3,20.61,24.9,75.5,14.6,0.0,0,0.419,42
Uttar Pradesh,2019,3,0.7,24.3,44.5,29.1,0.0,0,0.047,37
Gujarat,2020,3,9.07,28.1,54.8,31.4,0.0,0,0.753,41
Rajasthan,2021,9,7.67,22.1,50.7,3.9,0.0,0,0.804,6
Rajasthan,2019,6,6.32,24.2,75.1,0.9,0.0,0,0.352,32
Assam,2022,5,5.52,25.9,55.5,12.3,0.0,0,0.194,24
Rajasthan,2020,1,8.97,45.5,96.0,3.1,0.2,0,0.098,14
Assam,2023,4,0.25,23.8,42.0,14.7,0.0,0,0.298,12
Telangana,2022,9,3.86,19.3,84.5,1.7,0.0,0,0.255,27
Karnataka,2021,12,4.88,34.9,27.5,45.5,1.6,0,0.296,12
Gujarat,2019,12,2.88,12.0,32.6,15.2,0.4,0,0.145,13
Telangana,2020,1,5.68,38.1,39.0,20.4,3.6,0,0.398,35
Kerala,2024,8,0.38,36.7,82.3,18.7,0.0,0,0.597,38
Tamil Nadu,2022,7,1.76,21.3,61.2,7.4,0.0,0,0.254,37
West Bengal,2023,12,5.6,30.2,79.3,7.6,0.1,0,0.188,4
West Bengal,2020,12,4.75,40.0,56.8,14.3,0.5,0,0.396,6
Rajasthan,2022,10,3.48,39.2,60.4,24.9,0.0,0,0.303,45
Karnataka,2019,1,3.76,21.1,56.3,24.8,0.0,0,0.331,28
Punjab,2022,5,9.33,20.4,96.8,19.8,0.0,0,0.227,6
Odisha,2022,10,15.25,32.7,65.6,35.8,0.0,0,0.199,19
Kerala,2021,1,15.84,34.6,53.7,14.1,1.0,0,0.409,30
Kerala,2021,2,4.24,17.8,34.2,11.1,1.1,0,0.337,42
Kerala,2024,1,0.38,26.0,55.5,8.9,0.8,0,0.543,30
Gujarat,2023,4,10.19,37.7,56.6,12.7,0.0,0,0.43,37
Rajasthan,2022,1,8.45,23.6,27.5,21.4,0.4,0,0.761,3
Punjab,2021,9,8.15,36.4,53.7,12.8,0.0,0,0.319,32
Assam,2024,7,4.06,20.0,57.2,23.7,0.0,0,0.386,39
Bihar,2019,4,29.32,38.1,81.9,13.5,0.0,1,0.58,38
Assam,2021,12,2.19,41.1,68.1,33.7,2.9,0,0.419,28
Kerala,2024,3,1.34,44.0,28.4,38.1,0.0,0,0.043,45
Telangana,2019,11,1.47,19.3,26.0,2.3,1.7,0,0.416,39
Bihar,2020,11,18.94,24.7,49.4,30.7,2.1,0,0.341,20
Rajasthan,2024,8,10.05,40.0,43.5,29.7,0.0,0,0.099,22
Telangana,2024,12,8.11,30.1,35.7,13.9,1.4,0,0.335,33
Punjab,2021,6,14.86,29.3,97.4,26.8,0.0,0,0.488,2
Telangana,2021,1,12.83,37.0,48.7,18.6,0.4,0,0.397,20
Punjab,2023,4,0.32,10.7,85.6,19.0,0.0,0,0.542,28
Tamil Nadu,2019,7,0.08,30.1,50.3,5.8,0.0,0,0.395,12
Karnataka,2021,9,1.14,38.9,20.4,19.5,0.0,0,0.284,6
Haryana,2022,3,2.73,24.9,71.6,21.6,0.0,0,0.369,38
Rajasthan,2023,2,0.68,25.1,52.9,24.0,1.5,0,0.338,41
Uttar Pradesh,2020,10,2.78,25.1,25.7,18.2,0.0,0,0.1,34
Assam,2022,6,34.63,21.3,23.6,6.9,0.0,1,0.553,5
Rajasthan,2024,1,3.2,38.0,93.4,28.1,0.8,0,0.254,29
Rajasthan,2019,1,3.46,44.7,33.2,11.7,0.9,0,0.258,3
Bihar,2019,4,3.21,39.9,82.2,4.1,0.0,0,0.28,14
Rajasthan,2020,4,17.76,31.8,79.2,26.9,0.0,0,0.147,7
Kerala,2019,2,2.27,26.0,56.8,42.7,0.5,0,0.398,11
Rajasthan,2019,5,8.85,38.9,95.2,13.3,0.0,0,0.518,38
West Bengal,2020,6,10.01,11.9,90.2,23.3,0.0,0,0.402,32
Madhya Pradesh,2023,5,3.66,38.2,33.1,18.7,0.0,0,0.17,40
Odisha,2020,6,3.77,33.7,96.6,23.8,0.0,0,0.201,23
Telangana,2024,5,7.09,30.6,71.5,13.1,0.0,0,0.262,3
Odisha,2020,8,7.56,33.3,24.6,5.4,0.0,0,0.172,5
Gujarat,2019,7,17.18,10.8,26.1,10.8,0.0,0,0.357,7
Tamil Nadu,2022,12,0.66,35.4,97.0,40.9,0.2,0,0.367,27
West Bengal,2023,11,0.21,32.0,25.6,19.0,0.4,0,0.501,25
Haryana,2023,8,22.97,44.6,95.4,32.5,0.0,0,0.356,38
Telangana,2021,4,3.34,17.5,97.9,25.4,0.0,0,0.348,27
Punjab,2023,7,0.15,20.7,83.1,33.8,0.0,0,0.256,23
Gujarat,2023,4,2.41,15.0,44.2,6.3,0.0,0,0.288,20
Rajasthan,2020,11,3.2,26.4,48.8,7.1,1.0,0,0.291,27
Tamil Nadu,2024,8,9.22,42.5,40.5,12.9,0.0,0,0.263,15
Odisha,2019,10,9.0,26.1,62.7,19.9,0.0,0,0.243,13
Telangana,2019,8,3.99,36.9,84.4,28.7,0.0,0,0.377,28
Kerala,2019,3,17.42,14.7,64.9,10.1,0.0,0,0.541,7
Karnataka,2020,11,2.0,18.0,67.5,34.9,1.1,0,0.411,10
Tamil Nadu,2021,9,20.56,16.2,92.5,19.5,0.0,0,0.195,16
Gujarat,2021,9,0.72,40.3,90.2,17.7,0.0,0,0.336,24
Rajasthan,2021,2,3.35,24.3,61.5,18.9,2.8,0,0.045,3
Rajasthan,2022,5,21.28,34.6,68.7,4.7,0.0,0,0.494,45
Maharashtra,2023,10,19.38,27.5,45.1,24.0,0.0,0,0.512,8
Haryana,2019,10,14.16,40.3,87.4,0.1,0.0,0,0.19,25
Tamil Nadu,2024,12,4.33,28.8,52.8,1.5,2.2,0,0.217,39
Tamil Nadu,2020,4,5.54,45.4,62.4,8.9,0.0,0,0.263,12
Kerala,2020,5,2.06,8.7,70.5,20.0,0.0,0,0.426,8
Haryana,2024,10,4.61,45.2,44.6,7.1,0.0,0,0.399,17
Bihar,2021,10,5.58,25.9,46.1,13.3,0.0,0,0.428,14
Odisha,2022,7,19.6,8.8,49.0,28.4,0.0,0,0.312,22
Telangana,2022,1,10.88,35.1,81.5,22.3,0.6,0,0.122,5
Tamil Nadu,2023,4,14.04,26.0,52.8,15.9,0.0,0,0.154,29
Maharashtra,2019,7,1.58,41.7,67.3,0.7,0.0,0,0.187,6
Maharashtra,2023,6,27.36,11.2,43.2,4.4,0.0,1,0.474,16
Uttar Pradesh,2024,3,2.18,22.6,92.8,16.1,0.0,0,0.3,26
Punjab,2019,4,2.07,11.6,94.4,17.3,0.0,0,0.315,30
Bihar,2020,3,6.25,8.5,72.7,33.5,0.0,0,0.095,27
Tamil Nadu,2020,9,6.76,8.8,65.0,26.6,0.0,0,0.165,44
Rajasthan,2024,4,0.1,10.7,77.7,22.1,0.0,0,0.297,17
Tamil Nadu,2021,10,39.27,17.4,97.1,17.5,0.0,1,0.286,39
Rajasthan,2021,2,14.09,14.1,92.8,3.9,0.9,0,0.401,16
Haryana,2020,12,8.41,14.7,51.8,18.4,2.8,0,0.216,18
Punjab,2024,10,10.59,30.5,42.3,28.2,0.0,0,0.352,0
Assam,2022,1,3.08,26.1,28.6,1.4,0.4,0,0.099,10
Kerala,2024,2,1.37,9.0,55.5,2.9,0.3,0,0.105,27
Haryana,2021,2,7.22,8.2,63.1,36.4,2.5,0,0.404,19
Rajasthan,2021,10,2.44,32.0,73.4,9.6,0.0,0,0.339,3
Bihar,2022,2,15.1,28.2,43.1,34.2,2.7,0,0.42,26
Tamil Nadu,2022,8,0.1,34.6,59.3,15.2,0.0,0,0.021,10
Karnataka,2024,9,2.25,43.1,40.0,25.1,0.0,0,0.297,2
Telangana,2022,9,11.74,26.5,28.9,9.2,0.0,0,0.247,21
Punjab,2024,2,0.62,44.2,83.8,12.8,1.5,0,0.33,25
Kerala,2021,1,5.41,45.1,68.5,19.3,2.5,0,0.372,0
Rajasthan,2023,1,2.46,18.9,58.9,47.5,0.9,0,0.485,4
Kerala,2022,7,7.9,42.4,41.7,15.8,0.0,0,0.229,4
Tamil Nadu,2020,7,0.4,40.0,38.2,26.5,0.0,0,0.386,11
Rajasthan,2022,7,1.29,29.1,24.6,36.4,0.0,0,0.332,28
West Bengal,2022,5,26.81,41.7,76.8,12.6,0.0,1,0.483,19
Bihar,2024,11,16.82,26.0,50.2,3.4,1.7,0,0.709,8
Punjab,2024,2,0.19,10.3,34.1,18.3,0.1,0,0.247,42
Rajasthan,2019,12,0.41,42.7,64.2,7.8,0.3,0,0.555,41
Tamil Nadu,2023,1,12.15,15.3,81.5,38.7,0.4,0,0.215,3
Rajasthan,2021,12,6.55,13.0,97.9,9.5,1.0,0,0.184,34
Punjab,2022,11,2.66,21.7,70.9,1.1,0.0,0,0.266,1
Bihar,2022,10,4.74,18.9,81.6,39.9,0.0,0,0.359,38
Karnataka,2019,12,8.76,32.3,90.6,25.9,0.5,0,0.397,35
Bihar,2019,4,0.3,22.5,77.1,1.0,0.0,0,0.362,25
Madhya Pradesh,2021,8,2.57,42.7,34.9,18.4,0.0,0,0.303,16
Madhya Pradesh,2020,4,3.86,8.8,68.6,24.7,0.0,0,0.375,2
Gujarat,2019,8,8.3,40.0,83.3,8.1,0.0,0,0.346,3
Bihar,2021,6,0.79,38.5,71.3,34.3,0.0,0,0.254,11
Punjab,2022,5,5.72,37.6,50.3,2.9,0.0,0,0.518,40
Assam,2020,6,4.63,13.4,32.6,17.7,0.0,0,0.263,10
Karnataka,2019,10,1.22,11.6,43.6,3.2,0.0,0,0.199,28
Madhya Pradesh,2023,2,8.46,39.4,82.4,23.4,1.5,0,0.386,34
Telangana,2020,3,5.69,15.5,58.3,17.3,0.0,0,0.212,13
West Bengal,2024,11,7.37,32.6,78.5,38.5,0.0,0,0.588,32
Karnataka,2022,7,13.16,35.8,96.4,22.1,0.0,0,0.264,38
Maharashtra,2024,1,8.16,18.2,65.2,4.3,2.1,0,0.195,27
Uttar Pradesh,2019,3,2.6,31.1,84.3,20.6,0.0,0,0.364,41
Gujarat,2021,7,14.59,44.3,84.0,2.9,0.0,0,0.335,0
Haryana,2020,7,1.5,19.5,72.2,3.6,0.0,0,0.208,17
Telangana,2023,6,0.69,41.3,69.8,17.3,0.0,0,0.238,11
Rajasthan,2022,2,1.07,14.9,42.1,10.4,1.2,0,0.152,27
Karnataka,2022,7,11.23,15.5,80.7,27.7,0.0,0,0.243,40
Odisha,2024,11,14.02,41.8,93.5,35.0,2.8,0,0.526,44
Tamil Nadu,2019,6,10.44,16.5,43.4,1.7,0.0,0,0.292,27
Rajasthan,2022,6,14.24,16.2,42.7,2.5,0.0,0,0.54,25
West Bengal,2022,10,11.13,35.6,79.0,6.2,0.0,0,0.203,41
Gujarat,2022,5,6.78,21.6,29.5,3.6,0.0,0,0.305,38
Haryana,2024,7,17.05,23.8,67.6,26.4,0.0,0,0.272,26
West Bengal,2022,7,2.54,34.3,80.8,27.9,0.0,0,0.444,0
Tamil Nadu,2022,3,0.76,15.3,30.3,4.2,0.0,0,0.177,27
Haryana,2022,7,5.81,37.1,86.1,5.1,0.0,0,0.467,10
Assam,2022,8,9.09,28.7,57.5,15.2,0.0,0,0.595,36
Uttar Pradesh,2023,10,5.29,10.6,78.2,29.7,0.0,0,0.173,11
Madhya Pradesh,2023,6,16.47,37.3,32.9,31.0,0.0,0,0.247,2
Uttar Pradesh,2024,11,3.59,14.0,89.4,37.9,1.1,0,0.188,17
Bihar,2023,9,2.62,40.9,97.4,28.7,0.0,0,0.554,12
Punjab,2023,1,3.26,21.1,38.1,45.5,2.6,0,0.091,19
Madhya Pradesh,2023,9,6.12,16.3,23.6,22.5,0.0,0,0.219,8
Bihar,2022,10,8.4,45.7,29.5,1.3,0.0,0,0.481,6
Punjab,2024,1,18.96,24.2,50.5,26.9,0.7,0,0.595,4
Haryana,2022,11,0.99,40.7,72.1,48.5,0.1,0,0.452,14
Odisha,2023,9,39.41,10.0,52.9,23.0,0.0,1,0.422,8
West Bengal,2019,2,2.8,30.9,34.2,18.2,1.2,0,0.195,43
Madhya Pradesh,2024,4,9.93,15.5,40.5,22.9,0.0,0,0.355,43
Odisha,2023,3,1.01,11.4,66.7,14.3,0.0,0,0.298,26
Assam,2022,12,1.91,20.8,24.2,13.7,4.3,0,0.399,29
Odisha,2019,10,5.42,32.4,24.5,13.5,0.0,0,0.156,13
Telangana,2020,8,11.96,42.2,29.2,6.2,0.0,0,0.693,33
Gujarat,2024,1,49.05,35.1,60.1,18.5,0.7,1,0.88,19
Gujarat,2024,7,16.35,36.1,25.7,9.3,0.0,0,0.654,25
Madhya Pradesh,2023,7,11.08,35.9,25.3,10.6,0.0,0,0.477,28
Tamil Nadu,2024,4,22.07,8.3,93.8,19.4,0.0,0,0.205,45
Karnataka,2019,10,7.89,10.2,58.3,33.6,0.0,0,0.199,21
Assam,2022,4,0.16,31.0,36.6,22.4,0.0,0,0.456,2
Uttar Pradesh,2019,4,5.7,19.7,28.2,45.4,0.0,0,0.221,18
Madhya Pradesh,2019,3,4.13,37.5,77.6,21.2,0.0,0,0.701,33
Punjab,2021,3,1.47,10.7,57.1,20.1,0.0,0,0.287,39
Assam,2020,7,3.03,23.9,51.4,15.2,0.0,0,0.143,0
Gujarat,2024,1,8.65,30.1,57.3,2.2,2.6,0,0.218,0
Haryana,2024,1,5.3,25.3,53.3,13.6,0.0,0,0.149,41
Gujarat,2024,4,6.67,25.8,85.8,15.3,0.0,0,0.523,2
Punjab,2019,9,1.0,40.0,62.2,21.0,0.0,0,0.447,43
Bihar,2022,8,2.15,9.1,83.4,1.9,0.0,0,0.237,36
Telangana,2019,1,8.37,16.9,38.0,13.3,2.6,0,0.448,34
Assam,2021,3,0.97,25.8,40.6,28.5,0.0,0,0.305,0
Telangana,2024,10,7.27,26.7,81.6,55.9,0.0,0,0.19,22
Karnataka,2022,8,9.77,12.1,57.0,29.4,0.0,0,0.488,16
Uttar Pradesh,2024,6,12.29,15.0,49.8,15.0,0.0,0,0.288,31
West Bengal,2022,4,5.89,40.2,37.8,19.7,0.0,0,0.157,10
Uttar Pradesh,2020,5,12.43,14.8,67.4,8.6,0.0,0,0.692,30
Bihar,2023,2,6.43,41.8,49.0,27.6,0.2,0,0.111,30
Haryana,2021,8,2.27,39.3,64.8,23.2,0.0,0,0.274,32
Kerala,2020,6,18.07,40.0,70.8,13.4,0.0,0,0.194,20
Kerala,2019,3,0.14,24.6,74.1,14.7,0.0,0,0.297,28
West Bengal,2024,1,0.88,30.5,33.3,18.7,1.9,0,0.572,2
West Bengal,2021,8,0.54,44.1,96.5,26.0,0.0,0,0.294,6
West Bengal,2023,1,5.96,19.3,44.8,15.2,3.9,0,0.09,17
Uttar Pradesh,2021,3,2.99,15.5,56.3,29.4,0.0,0,0.145,27
Tamil Nadu,2020,2,11.03,38.5,74.4,28.3,1.2,0,0.15,17
Telangana,2021,12,1.28,42.3,60.6,5.8,0.3,0,0.528,14
Odisha,2022,2,3.56,21.4,77.5,8.1,0.5,0,0.209,20
Madhya Pradesh,2023,6,8.17,30.9,23.5,14.5,0.0,0,0.112,39
Madhya Pradesh,2019,5,2.79,33.5,31.5,2.2,0.0,0,0.53,42
Kerala,2024,1,4.12,33.9,39.6,35.1,0.4,0,0.181,35
Bihar,2020,4,0.95,39.3,93.9,28.9,0.0,0,0.241,36
Gujarat,2024,7,24.48,30.3,36.5,33.6,0.0,0,0.318,23
Uttar Pradesh,2024,8,2.26,37.8,25.7,34.8,0.0,0,0.374,12
Telangana,2021,8,4.82,20.4,76.9,8.3,0.0,0,0.514,1
Punjab,2021,9,6.33,12.8,51.6,35.1,0.0,0,0.151,23
Haryana,2023,7,0.12,9.0,97.6,6.9,0.0,0,0.23,25
Kerala,2019,4,22.23,35.8,78.4,30.3,0.0,0,0.364,44
Punjab,2019,3,6.21,8.1,22.3,7.5,0.0,0,0.268,20
West Bengal,2022,6,12.52,30.8,70.8,20.1,0.0,0,0.259,34
Maharashtra,2020,8,2.72,39.8,79.3,29.7,0.0,0,0.054,8
Gujarat,2022,8,3.72,9.2,23.3,7.7,0.0,0,0.333,39
Punjab,2023,7,10.74,16.2,93.1,6.0,0.0,0,0.324,2
Tamil Nadu,2024,8,13.26,15.4,75.2,53.1,0.0,0,0.451,27
Karnataka,2023,6,0.22,39.7,20.4,23.6,0.0,0,0.673,36
Haryana,2022,8,1.58,27.7,62.1,39.3,0.0,0,0.195,36
